0,0
0.000379988,6.97E-09
0.000727494,6.97E-09
0.001422507,6.92E-09
0.002812528,6.92E-09
0.005592542,6.84E-09
0.011152332,6.82E-09
0.022270029,6.80E-09
0.044490366,7.10E-09
0.088810745,9.34E-09
0.176491915,1.03E-07
0.285075095,2.98E-06
,
0.788479191,0.000253645
0.799999255,0.000195396
0.780592529,0.000135974
0.662654079,5.19E-05
0.612360059,3.21E-05
0.492403149,8.59E-06
0.336491103,4.78E-07
0.131188175,-1.13E-08
-0.073281626,2.23E-09
-0.266310601,-1.79E-06
-0.31183477,-2.70E-06
-0.334171695,-3.15E-06
-0.377891213,-8.53E-06
-0.396391323,-1.54E-05
-0.432548366,-7.13E-05
-0.472316717,-0.000156604
-0.531108001,-0.000305771
-0.60610178,-0.000345458
-0.706023245,-0.000262583
-0.782030953,-0.000152192
-0.796898795,-4.75E-05
-0.787524407,-2.93E-05
-0.750299532,-8.62E-06
-0.679948525,-9.99E-07
-0.559773459,-1.69E-07
-0.365589078,-1.16E-07
-0.152707041,1.13E-09
0.055276357,2.23E-06
0.250375721,3.46E-05
0.426742665,0.000131153
0.547214863,0.000307075
0.652106248,0.000428888
0.725868442,0.000361259
0.766040361,0.000304183
0.79588426,0.000233083
0.776463423,0.00013065
0.649847727,4.57E-05
0.440439401,2.96E-06
0.235716166,2.75E-07
0.019294122,-2.67E-07
-0.182001326,6.89E-08
-0.229411309,-3.83E-07
-0.32146781,-1.37E-06
-0.340010779,-2.19E-06
-0.376423831,-1.40E-05
-0.391017968,-2.58E-05
-0.419692953,-4.94E-05
-0.458778631,-0.000105379
-0.513070146,-0.0002877
-0.58078001,-0.000354155
-0.672222633,-0.000294719
-0.763326929,-0.000186867
-0.799934399,-7.62E-05
-0.759814805,-1.13E-05
-0.663917359,-9.79E-07
-0.54135866,3.55E-08
-0.36834707,-1.75E-07
-0.156344164,5.03E-08
0.050777901,2.06E-06
0.245942121,3.34E-05
0.422808195,0.000127704
0.543795834,0.000299538
0.648666054,0.000430736
0.723955646,0.000363684
0.764638869,0.000306342
0.795185632,0.000236101
0.778412612,0.00013316
0.655322617,4.86E-05
0.445472948,2.89E-06
0.241243539,5.61E-07
0.024383796,-5.34E-07
-0.177323159,3.53E-07
-0.224827199,-3.33E-07
-0.317120911,-1.71E-06
-0.336266475,-2.11E-06
-0.373851162,-1.17E-05
-0.387617853,-2.29E-05
-0.414700821,-4.52E-05
-0.453207566,-9.01E-05
-0.505874986,-0.000262461
-0.571300312,-0.000357373
-0.659575089,-0.000305272
-0.754285654,-0.000201657
-0.798935335,-9.02E-05
-0.770533312,-1.46E-05
-0.752851348,-9.29E-06
-0.705644967,-1.29E-06
-0.616164405,-4.55E-07
-0.424787341,3.41E-08
-0.212907182,-1.74E-07
-0.002051768,1.24E-06
0.197562757,1.94E-05
0.379717873,9.50E-05
0.510659678,0.000220955
0.615663769,0.000426295
0.675131014,0.000410265
0.72931126,0.000357367
0.769070551,0.000298721
0.799958725,0.000192028
0.745700293,9.91E-05
0.569482394,2.10E-05
0.36697901,1.78E-06
0.151269175,-1.71E-07
-0.059666705,1.67E-07
-0.254651374,-6.21E-07
-0.300471804,-1.06E-06
-0.322972271,-1.44E-06
-0.367048801,-6.68E-06
-0.421423814,-5.07E-05
-0.433178161,-6.04E-05
-0.456290801,-9.85E-05
-0.500834992,-0.0002443
-0.582460928,-0.000353615
-0.702597218,-0.000266874
-0.779939309,-0.000156511
-0.797943114,-5.04E-05
-0.789932532,-3.30E-05
-0.756055277,-1.02E-05
-0.688113828,-9.73E-07
-0.573985471,-3.42E-07
-0.39148413,-8.58E-09
-0.179165131,-1.22E-07
0.029707353,1.81E-06
0.226689323,2.77E-05
0.405719672,0.000114655
0.530717839,0.000269747
0.634905509,0.000428792
0.695937152,0.000391611
0.744204501,0.000338222
0.781433882,0.000274743
0.795694758,0.000165575
0.719092446,8.13E-05
0.678951806,5.98E-05
0.577308036,2.32E-05
0.43203747,2.72E-06
0.235175673,5.01E-07
0.026864709,-5.59E-07
-0.173256967,4.11E-07
-0.220801888,-2.75E-07
-0.313225174,-1.65E-06
-0.333282837,-2.04E-06
-0.372632098,-1.07E-05
-0.423724957,-5.28E-05
-0.468186624,-0.000131662
-0.513810553,-0.000291033
-0.572394685,-0.000357284
-0.671918494,-0.000294915
-0.764068814,-0.000186122
-0.799959492,-7.50E-05
-0.759273221,-1.11E-05
-0.663451031,-8.49E-07
-0.540729255,-7.26E-08
-0.367230113,-1.18E-07
-0.155236858,1.90E-07
-9.80E-16,-2.78E-07
